Дата и время;ID ТС;ID позиции;Код инструмента;ID транзакции;ID заявки;Сигнал;Цена входа позиции;Средняя цена позиции;Цена последней сделки;Текущее количество контрактов;Доход позиции;FlagStopPos;
07.11.2025 19:56:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10410.14624;10399.8;5;282.1312;0;
09.11.2025 11:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10405.071866667;10379.7;6;282.1312;0;
09.11.2025 13:05:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10405.071866667;10400.9;5;276.95933333334;0;
10.11.2025 08:55:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10405.071866667;10538.9;4;409.78746666667;0;
10.11.2025 09:00:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10405.071866667;10538.9;3;542.6156;0;
10.11.2025 09:00:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10405.071866667;10539.4;2;675.94373333333;0;
10.11.2025 09:00:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10449.581244444;10538.6;3;675.94373333333;0;
10.11.2025 09:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10449.581244444;10589.0;2;814.36248888889;0;
10.11.2025 13:41:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10449.581244444;10614.4;1;978.18124444444;0;
10.11.2025 15:51:31;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10449.581244444;10672.9;0;1200.5;0;
19.10.2025 10:00:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;11010.2;11010.2;11010.2;1;0;0;
19.10.2025 15:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;11010.2;11010.2;11039.2;0;27.999999999998;0;
20.10.2025 09:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;11042.1;11042.1;11042.1;1;0;0;
20.10.2025 14:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;11042.1;11042.1;11071.1;0;28.0;0;
20.10.2025 16:05:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;11172.3;11172.3;11172.3;1;0;0;
